id,city,city_ascii,state_id,state_name,county_name,lat,lng,population
23255,Bristol,Bristol,SD,South Dakota,Day,45.3466,-97.7485,280
23256,West Sullivan,West Sullivan,MO,Missouri,Crawford,38.1920,-91.1919,280
23257,Deep River,Deep River,IA,Iowa,Poweshiek,41.5816,-92.3729,280
23258,La Escondida,La Escondida,TX,Texas,Starr,26.3807,-98.8737,280
23259,South English,South English,IA,Iowa,Keokuk,41.4522,-92.0903,280
23260,Tennyson,Tennyson,WI,Wisconsin,Grant,42.6907,-90.6868,280
23261,Goose Creek,Goose Creek,KY,Kentucky,Jefferson,38.2934,-85.5906,280
23262,Clarksburg,Clarksburg,MO,Missouri,Moniteau,38.6611,-92.6660,280
23263,Wallaceton,Wallaceton,PA,Pennsylvania,Clearfield,40.9617,-78.2905,280
23264,Venice,Venice,LA,Louisiana,Plaquemines,29.2875,-89.3637,280
23265,Chuichu,Chuichu,AZ,Arizona,Pinal,32.7403,-111.7821,280
23266,Buffalo,Buffalo,SD,South Dakota,Harding,45.5863,-103.5434,280
23267,Prescott,Prescott,KS,Kansas,Linn,38.0630,-94.6929,280
23268,Casnovia,Casnovia,MI,Michigan,Kent,43.2336,-85.7895,280
23269,Hecla,Hecla,SD,South Dakota,Brown,45.8822,-98.1520,280
23270,Arlington,Arlington,IN,Indiana,Rush,39.6458,-85.5797,280
23271,Central Pacolet,Central Pacolet,SC,South Carolina,Spartanburg,34.9096,-81.7527,280
23272,Rohrersville,Rohrersville,MD,Maryland,Washington,39.4348,-77.6655,280
23273,Crayne,Crayne,KY,Kentucky,Crittenden,37.2762,-88.0839,280
23274,Big Rock,Big Rock,TN,Tennessee,Stewart,36.5767,-87.7579,280
23275,Buford,Buford,OH,Ohio,Highland,39.0720,-83.8393,280
23276,Ida,Ida,LA,Louisiana,Caddo,33.0016,-93.8954,279
23277,Whatley,Whatley,AL,Alabama,Clarke,31.6463,-87.7108,279
23278,Moore,Moore,TX,Texas,Frio,29.0574,-99.0069,279
23279,Rutland,Rutland,IL,Illinois,LaSalle,40.9838,-89.0413,279
23280,Keezletown,Keezletown,VA,Virginia,Rockingham,38.4115,-78.8004,279
23281,New Providence,New Providence,IA,Iowa,Hardin,42.2813,-93.1716,279
23282,Saco,Saco,MT,Montana,Phillips,48.4571,-107.3414,279
23283,Wallace,Wallace,NE,Nebraska,Lincoln,40.8376,-101.1645,279
23284,Egan,Egan,SD,South Dakota,Moody,44.0004,-96.6485,279
23285,Rewey,Rewey,WI,Wisconsin,Iowa,42.8419,-90.3961,279
23286,Cornfields,Cornfields,AZ,Arizona,Apache,35.6515,-109.6756,279
23287,Wildersville,Wildersville,TN,Tennessee,Henderson,35.7766,-88.3561,279
23288,Rapid River,Rapid River,MI,Michigan,Delta,45.9264,-86.9743,279
23289,Harrison,Harrison,ID,Idaho,Kootenai,47.4675,-116.8034,279
23290,Eitzen,Eitzen,MN,Minnesota,Houston,43.5080,-91.4636,279
23291,Belleville,Belleville,NY,New York,Jefferson,43.7893,-76.1153,279
23292,Chili,Chili,WI,Wisconsin,Clark,44.6296,-90.3583,279
23293,Kelliher,Kelliher,MN,Minnesota,Beltrami,47.9438,-94.4446,279
23294,Garrison,Garrison,IA,Iowa,Benton,42.1452,-92.1441,279
23295,Talala,Talala,OK,Oklahoma,Rogers,36.5295,-95.7011,278
23296,Star City,Star City,IN,Indiana,Pulaski,40.9746,-86.5613,278
23297,Rebecca,Rebecca,GA,Georgia,Turner,31.8072,-83.4876,278
23298,Ironton,Ironton,WI,Wisconsin,Sauk,43.5453,-90.1436,278
23299,Parmele,Parmele,NC,North Carolina,Martin,35.8181,-77.3143,278
23300,Shickley,Shickley,NE,Nebraska,Fillmore,40.4165,-97.7241,278
23301,Sawyer,Sawyer,ND,North Dakota,Ward,48.0894,-101.0533,278
23302,Deer,Deer,AR,Arkansas,Newton,35.8238,-93.2230,278
23303,Lu Verne,Lu Verne,IA,Iowa,Humboldt,42.9095,-94.0836,278
23304,Brodnax,Brodnax,VA,Virginia,Brunswick,36.7033,-78.0318,278
23305,Lester,Lester,IA,Iowa,Lyon,43.4403,-96.3314,278
23306,Floydale,Floydale,SC,South Carolina,Dillon,34.3210,-79.3371,278
23307,White Stone,White Stone,VA,Virginia,Lancaster,37.6440,-76.3897,278
23308,Lansing,Lansing,NC,North Carolina,Ashe,36.4994,-81.5106,278
23309,New Albany,New Albany,PA,Pennsylvania,Bradford,41.6003,-76.4445,278
23310,Seaton,Seaton,IL,Illinois,Mercer,41.1023,-90.7991,278
23311,Country Acres,Country Acres,TX,Texas,San Patricio,27.9251,-97.1661,278
23312,Oliver,Oliver,WI,Wisconsin,Douglas,46.6493,-92.1885,278
23313,Meridian,Meridian,CA,California,Sutter,39.1405,-121.9078,278
23314,Sand Pillow,Sand Pillow,WI,Wisconsin,Jackson,44.3313,-90.7637,278
23315,Holstein,Holstein,NE,Nebraska,Adams,40.4652,-98.6510,277
23316,Freedom Acres,Freedom Acres,AZ,Arizona,Gila,34.3199,-111.3051,277
23317,Richville,Richville,NY,New York,St. Lawrence,44.4151,-75.3924,277
23318,Allen,Allen,MI,Michigan,Hillsdale,41.9581,-84.7680,277
23319,Meservey,Meservey,IA,Iowa,Cerro Gordo,42.9157,-93.4733,277
23320,Bicknell,Bicknell,UT,Utah,Wayne,38.3406,-111.5442,277
23321,Edgemont,Edgemont,MD,Maryland,Washington,39.6766,-77.5470,277
23322,Lyman,Lyman,WA,Washington,Skagit,48.5230,-122.0634,277
23323,Lyman,Lyman,UT,Utah,Wayne,38.3966,-111.5893,277
23324,Rienzi,Rienzi,MS,Mississippi,Alcorn,34.7633,-88.5340,277
23325,Goodyear Village,Goodyear Village,AZ,Arizona,Pinal,33.1973,-111.8724,277
23326,Ney,Ney,OH,Ohio,Defiance,41.3806,-84.5211,277
23327,Sinking Spring,Sinking Spring,OH,Ohio,Highland,39.0747,-83.3871,277
23328,Bardolph,Bardolph,IL,Illinois,McDonough,40.4959,-90.5631,277
23329,Crowley,Crowley,CO,Colorado,Crowley,38.1935,-103.8597,277
23330,Aquilla,Aquilla,OH,Ohio,Geauga,41.5465,-81.1730,277
23331,Twilight,Twilight,PA,Pennsylvania,Washington,40.1158,-79.8936,277
23332,Des Arc,Des Arc,MO,Missouri,Iron,37.2837,-90.6353,276
23333,Mound,Mound,TX,Texas,Coryell,31.3505,-97.6432,276
23334,Tatum,Tatum,SC,South Carolina,Marlboro,34.6438,-79.5867,276
23335,Elderon,Elderon,WI,Wisconsin,Marathon,44.7843,-89.2480,276
23336,Riverside,Riverside,OR,Oregon,Umatilla,45.6768,-118.7368,276
23337,Pilger,Pilger,NE,Nebraska,Stanton,42.0078,-97.0546,276
23338,Vibbard,Vibbard,MO,Missouri,Ray,39.3854,-94.1455,276
23339,Henderson Point,Henderson Point,MS,Mississippi,Harrison,30.3153,-89.2864,276
23340,Castalia,Castalia,NC,North Carolina,Nash,36.0823,-78.0576,276
23341,Prompton,Prompton,PA,Pennsylvania,Wayne,41.5891,-75.3275,276
23342,Edmore,Edmore,ND,North Dakota,Ramsey,48.4124,-98.4536,276
23343,Minocqua,Minocqua,WI,Wisconsin,Oneida,45.8795,-89.7037,276
23344,Manila,Manila,UT,Utah,Daggett,40.9922,-109.7209,276
23345,College Corner,College Corner,OH,Ohio,Preble,39.5682,-84.8109,276
23346,Olsburg,Olsburg,KS,Kansas,Pottawatomie,39.4320,-96.6158,276
23347,Faith,Faith,SD,South Dakota,Meade,45.0258,-102.0363,276
23348,Elyria,Elyria,KS,Kansas,McPherson,38.2896,-97.6339,276
23349,Goodman,Goodman,WI,Wisconsin,Marinette,45.6230,-88.3518,276
23350,Richland,Richland,TX,Texas,Navarro,31.9177,-96.4265,275
23351,Pickstown,Pickstown,SD,South Dakota,Charles Mix,43.0671,-98.5295,275
23352,Elizabeth,Elizabeth,MS,Mississippi,Washington,33.4271,-90.8808,275
23353,Echo,Echo,MN,Minnesota,Yellow Medicine,44.6177,-95.4139,275
23354,Industry,Industry,TX,Texas,Austin,29.9715,-96.4992,275
23355,Uniondale,Uniondale,IN,Indiana,Wells,40.8299,-85.2415,275
23356,Ambler,Ambler,AK,Alaska,Northwest Arctic,67.0897,-157.8725,275
23357,Lincoln,Lincoln,MI,Michigan,Alcona,44.6842,-83.4133,275
23358,Plainville,Plainville,IN,Indiana,Daviess,38.8048,-87.1515,275
23359,Meridian,Meridian,NY,New York,Cayuga,43.1630,-76.5382,275
23360,Malcom,Malcom,IA,Iowa,Poweshiek,41.7061,-92.5553,275
23361,Chapman,Chapman,NE,Nebraska,Merrick,41.0233,-98.1593,275
23362,Hemlock,Hemlock,OH,Ohio,Perry,39.5905,-82.1545,275
23363,Huslia,Huslia,AK,Alaska,Yukon-Koyukuk,65.7001,-156.3386,275
23364,Bruning,Bruning,NE,Nebraska,Thayer,40.3358,-97.5647,275
23365,Cuylerville,Cuylerville,NY,New York,Livingston,42.7778,-77.8737,275
23366,Juliustown,Juliustown,NJ,New Jersey,Burlington,40.0121,-74.6715,275
23367,Echo,Echo,LA,Louisiana,Rapides,31.1085,-92.2406,275
23368,Kimballton,Kimballton,IA,Iowa,Audubon,41.6272,-95.0747,275
23369,Oconee,Oconee,GA,Georgia,Washington,32.8535,-82.9576,275
23370,Whiteside,Whiteside,TN,Tennessee,Marion,34.9946,-85.4868,275
23371,Leach,Leach,OK,Oklahoma,Delaware,36.1979,-94.9099,275
23372,Beclabito,Beclabito,NM,New Mexico,San Juan,36.8335,-109.0040,275
23373,Deerfield Street,Deerfield Street,NJ,New Jersey,Cumberland,39.5212,-75.2421,275
23374,Le Raysville,Le Raysville,PA,Pennsylvania,Bradford,41.8381,-76.1776,274
23375,Juliette,Juliette,GA,Georgia,Monroe,33.1109,-83.8094,274
23376,Yarrowsburg,Yarrowsburg,MD,Maryland,Washington,39.3762,-77.6843,274
23377,Lyndon Center,Lyndon Center,VT,Vermont,Caledonia,44.5377,-72.0142,274
23378,Dixie Inn,Dixie Inn,LA,Louisiana,Webster,32.5968,-93.3317,274
23379,Wilmar,Wilmar,AR,Arkansas,Drew,33.6264,-91.9294,274
23380,Perry,Perry,IL,Illinois,Pike,39.7821,-90.7474,274
23381,Top-of-the-World,Top-of-the-World,AZ,Arizona,Pinal,33.3477,-110.9997,274
23382,North Hartland,North Hartland,VT,Vermont,Windsor,43.5936,-72.3578,274
23383,Rock Springs,Rock Springs,WI,Wisconsin,Sauk,43.4790,-89.9177,274
23384,Marshall,Marshall,OK,Oklahoma,Logan,36.1502,-97.6234,274
23385,Manlius,Manlius,IL,Illinois,Bureau,41.4557,-89.6692,274
23386,Gamaliel,Gamaliel,KY,Kentucky,Monroe,36.6402,-85.7963,274
23387,Grinnell,Grinnell,KS,Kansas,Gove,39.1266,-100.6311,274
23388,Ridgefield,Ridgefield,IL,Illinois,McHenry,42.2707,-88.3620,274
23389,Handley,Handley,WV,West Virginia,Kanawha,38.1863,-81.3673,274
23390,Pine Hill,Pine Hill,NY,New York,Ulster,42.1308,-74.4666,274
23391,Kilbourne,Kilbourne,LA,Louisiana,West Carroll,32.9971,-91.3139,274
23392,Sunshine,Sunshine,NM,New Mexico,Luna,32.1344,-107.7838,274
23393,Hickman,Hickman,TN,Tennessee,Smith,36.1451,-85.9413,274
23394,Fort Wingate,Fort Wingate,NM,New Mexico,McKinley,35.4708,-108.5439,273
23395,Glenmont,Glenmont,OH,Ohio,Holmes,40.5190,-82.0925,273
23396,Vincent,Vincent,OH,Ohio,Washington,39.3749,-81.6710,273
23397,Diller,Diller,NE,Nebraska,Jefferson,40.1089,-96.9374,273
23398,Coahoma,Coahoma,MS,Mississippi,Coahoma,34.3664,-90.5220,273
23399,Friesland,Friesland,WI,Wisconsin,Columbia,43.5886,-89.0670,273
23400,Valley Springs,Valley Springs,AR,Arkansas,Boone,36.1537,-92.9896,273
23401,Candlewood Knolls,Candlewood Knolls,CT,Connecticut,Fairfield,41.4791,-73.4636,273
23402,Daisytown,Daisytown,PA,Pennsylvania,Cambria,40.3201,-78.9035,273
23403,Culloden,Culloden,GA,Georgia,Monroe,32.8632,-84.0939,273
23404,Russell,Russell,AR,Arkansas,White,35.3621,-91.5100,273
23405,Altoona,Altoona,KS,Kansas,Wilson,37.5249,-95.6615,273
23406,Chidester,Chidester,AR,Arkansas,Ouachita,33.7020,-93.0238,273
23407,Burtons Bridge,Burtons Bridge,IL,Illinois,McHenry,42.2781,-88.2305,273
23408,Uniontown,Uniontown,WA,Washington,Whitman,46.5391,-117.0861,273
23409,Hope,Hope,ND,North Dakota,Steele,47.3244,-97.7191,273
23410,Hollansburg,Hollansburg,OH,Ohio,Darke,39.9985,-84.7930,273
23411,Westcreek,Westcreek,CO,Colorado,Douglas,39.1499,-105.1626,273
23412,Taneyville,Taneyville,MO,Missouri,Taney,36.7377,-93.0354,273
23413,Kimberly,Kimberly,WV,West Virginia,Fayette,38.1407,-81.2967,273
23414,Corinth,Corinth,KY,Kentucky,Grant,38.4997,-84.6031,273
23415,Hilham,Hilham,TN,Tennessee,Overton,36.4100,-85.4421,273
23416,Newburg,Newburg,PA,Pennsylvania,Blair,40.5214,-78.4217,273
23417,Medicine Bow,Medicine Bow,WY,Wyoming,Carbon,41.8995,-106.2019,272
23418,Panama,Panama,IA,Iowa,Shelby,41.7261,-95.4754,272
23419,Donovan,Donovan,IL,Illinois,Iroquois,40.8849,-87.6139,272
23420,Hager City,Hager City,WI,Wisconsin,Pierce,44.6012,-92.5337,272
23421,Merino,Merino,CO,Colorado,Logan,40.4835,-103.3535,272
23422,La Jara,La Jara,NM,New Mexico,Sandoval,36.1055,-106.9419,272
23423,Gagetown,Gagetown,MI,Michigan,Tuscola,43.6572,-83.2449,272
23424,Finesville,Finesville,NJ,New Jersey,Warren,40.6110,-75.1738,272
23425,Mendon,Mendon,MO,Missouri,Chariton,39.5907,-93.1337,271
23426,Walton,Walton,KS,Kansas,Harvey,38.1187,-97.2582,271
23427,Taft,Taft,TN,Tennessee,Lincoln,35.0261,-86.7176,271
23428,Courtland,Courtland,KS,Kansas,Republic,39.7835,-97.8961,271
23429,Vaughnsville,Vaughnsville,OH,Ohio,Putnam,40.8814,-84.1460,271
23430,Cedar Hill,Cedar Hill,TN,Tennessee,Robertson,36.5512,-87.0010,271
23431,Denning,Denning,AR,Arkansas,Franklin,35.4252,-93.7568,271
23432,Ten Sleep,Ten Sleep,WY,Wyoming,Washakie,44.0350,-107.4482,271
23433,St. Libory,St. Libory,NE,Nebraska,Howard,41.0822,-98.3590,271
23434,Storden,Storden,MN,Minnesota,Cottonwood,44.0396,-95.3193,271
23435,Cumberland,Cumberland,OH,Ohio,Guernsey,39.8534,-81.6588,271
23436,Numidia,Numidia,PA,Pennsylvania,Columbia,40.8783,-76.4034,271
23437,Junction,Junction,UT,Utah,Piute,38.2358,-112.2238,271
23438,Scranton,Scranton,AR,Arkansas,Logan,35.3606,-93.5394,271
23439,Golf,Golf,FL,Florida,Palm Beach,26.5043,-80.1091,271
23440,Detroit,Detroit,AL,Alabama,Lamar,34.0274,-88.1678,271
23441,Gerrard,Gerrard,CO,Colorado,Rio Grande,37.6783,-106.5753,271
23442,Mount Carmel,Mount Carmel,SC,South Carolina,McCormick,34.0185,-82.5045,271
23443,El Portal,El Portal,CA,California,Mariposa,37.6737,-119.7870,271
23444,Neahkahnie,Neahkahnie,OR,Oregon,Tillamook,45.7324,-123.9399,271
23445,Mount Taylor,Mount Taylor,NM,New Mexico,Cibola,35.1241,-107.8075,271
23446,Lauderdale,Lauderdale,MS,Mississippi,Lauderdale,32.5104,-88.5264,270
23447,Buckingham,Buckingham,IL,Illinois,Kankakee,41.0467,-88.1749,270
23448,Lismore,Lismore,MN,Minnesota,Nobles,43.7491,-95.9481,270
23449,Lake Tekakwitha,Lake Tekakwitha,MO,Missouri,Jefferson,38.4415,-90.7154,270
23450,Mayersville,Mayersville,MS,Mississippi,Issaquena,32.8963,-91.0467,270
23451,Clifford,Clifford,IN,Indiana,Bartholomew,39.2827,-85.8691,270
23452,Cliftondale Park,Cliftondale Park,VA,Virginia,Alleghany,37.8250,-79.7981,270
23453,Waukeenah,Waukeenah,FL,Florida,Jefferson,30.4020,-83.9600,270
23454,Longview,Longview,MS,Mississippi,Oktibbeha,33.4027,-88.9256,270
23455,Delta,Delta,LA,Louisiana,Madison,32.3220,-90.9414,270
23456,Lakeridge,Lakeridge,NV,Nevada,Douglas,39.0382,-119.9397,270
23457,Junction City,Junction City,MO,Missouri,Madison,37.5733,-90.2907,270
23458,Gratiot,Gratiot,WI,Wisconsin,Lafayette,42.5799,-90.0238,270
23459,El Combate,El Combate,PR,Puerto Rico,Cabo Rojo,17.9822,-67.2089,270
23460,Hiltons,Hiltons,VA,Virginia,Scott,36.6548,-82.4678,270
23461,Beech Grove,Beech Grove,KY,Kentucky,McLean,37.6183,-87.3921,270
23462,Colerain,Colerain,NC,North Carolina,Bertie,36.2013,-76.7661,270
23463,Lytton,Lytton,IA,Iowa,Sac,42.4233,-94.8609,269
23464,Middleburg,Middleburg,NC,North Carolina,Vance,36.3990,-78.3235,269
23465,Ripley,Ripley,OK,Oklahoma,Payne,36.0158,-96.9039,269
23466,Parkdale,Parkdale,AR,Arkansas,Ashley,33.1212,-91.5464,269
23467,Butler,Butler,IL,Illinois,Montgomery,39.1975,-89.5322,269
23468,Hortonville,Hortonville,NY,New York,Sullivan,41.7662,-75.0222,269
23469,Rossburg,Rossburg,OH,Ohio,Darke,40.2801,-84.6383,269
23470,Bertram,Bertram,IA,Iowa,Linn,41.9518,-91.5378,269
23471,Blue Springs,Blue Springs,NE,Nebraska,Gage,40.1375,-96.6631,269
23472,Salisbury Center,Salisbury Center,NY,New York,Herkimer,43.1423,-74.7828,269
23473,Marengo,Marengo,OH,Ohio,Morrow,40.4008,-82.8110,269
23474,Akron,Akron,AL,Alabama,Hale,32.8785,-87.7429,269
23475,Hollandale,Hollandale,WI,Wisconsin,Iowa,42.8756,-89.9342,269
23476,Le Roy,Le Roy,MI,Michigan,Osceola,44.0381,-85.4538,269
23477,Milburn,Milburn,OK,Oklahoma,Johnston,34.2400,-96.5520,269
23478,Freeman Spur,Freeman Spur,IL,Illinois,Franklin,37.8613,-88.9993,269
23479,Axis,Axis,AL,Alabama,Mobile,30.9309,-88.0180,269
23480,Midland,Midland,CO,Colorado,Teller,38.8468,-105.1579,269
23481,Helena,Helena,OH,Ohio,Sandusky,41.3403,-83.2921,269
23482,Bransford,Bransford,TN,Tennessee,Sumner,36.5133,-86.2853,269
23483,Bucyrus,Bucyrus,KS,Kansas,Miami,38.7237,-94.7140,269
23484,Potlicker Flats,Potlicker Flats,PA,Pennsylvania,Mifflin,40.7269,-77.6077,269
23485,Tuluksak,Tuluksak,AK,Alaska,Bethel,61.1050,-160.9493,269
23486,Ballou,Ballou,OK,Oklahoma,Mayes,36.1421,-95.1998,269
23487,Rabbit Hash,Rabbit Hash,KY,Kentucky,Boone,38.9240,-84.8502,269
23488,Fairport,Fairport,IA,Iowa,Muscatine,41.4394,-90.9171,268
23489,Elk City,Elk City,KS,Kansas,Montgomery,37.2896,-95.9099,268
23490,Broaddus,Broaddus,TX,Texas,San Augustine,31.3050,-94.2699,268
23491,Coldfoot,Coldfoot,AK,Alaska,Yukon-Koyukuk,67.2475,-150.1079,268
23492,Elba,Elba,NE,Nebraska,Howard,41.2854,-98.5693,268
23493,Skamokawa Valley,Skamokawa Valley,WA,Washington,Wahkiakum,46.3004,-123.4243,268
23494,Raleigh,Raleigh,IL,Illinois,Saline,37.8262,-88.5304,268
23495,Tonalea,Tonalea,AZ,Arizona,Coconino,36.3218,-110.9667,268
23496,Scott,Scott,OH,Ohio,Van Wert,40.9890,-84.5837,268
23497,Cincinnati,Cincinnati,IA,Iowa,Appanoose,40.6309,-92.9222,268
23498,Moshannon,Moshannon,PA,Pennsylvania,Centre,41.0345,-78.0066,268
23499,Wakonda,Wakonda,SD,South Dakota,Clay,43.0081,-97.1060,267
23500,Iaeger,Iaeger,WV,West Virginia,McDowell,37.4642,-81.8111,267
23501,Bonnieville,Bonnieville,KY,Kentucky,Hart,37.3774,-85.9015,267
23502,Coffee City,Coffee City,TX,Texas,Henderson,32.1383,-95.4871,267
23503,Saint Joseph,Saint Joseph,KY,Kentucky,Daviess,37.6936,-87.3256,267
23504,Toronto,Toronto,SD,South Dakota,Deuel,44.5724,-96.6414,267
23505,Alvan,Alvan,IL,Illinois,Vermilion,40.3070,-87.6069,267
23506,Haines,Haines,OR,Oregon,Baker,44.9123,-117.9396,267
23507,Highland,Highland,OH,Ohio,Highland,39.3440,-83.6001,267
23508,Clayton,Clayton,MI,Michigan,Lenawee,41.8649,-84.2347,267
23509,Almira,Almira,WA,Washington,Lincoln,47.7105,-118.9369,267
23510,Lyle,Lyle,WA,Washington,Klickitat,45.6956,-121.2805,267
23511,Millville,Millville,MN,Minnesota,Wabasha,44.2448,-92.2958,267
23512,Kaycee,Kaycee,WY,Wyoming,Johnson,43.7101,-106.6371,267
23513,Little York,Little York,IN,Indiana,Washington,38.6993,-85.9045,267
23514,Cantril,Cantril,IA,Iowa,Van Buren,40.6429,-92.0684,267
23515,Ewen,Ewen,MI,Michigan,Ontonagon,46.5331,-89.2852,267
23516,Seminary,Seminary,MS,Mississippi,Covington,31.5581,-89.4987,267
23517,Compton,Compton,IL,Illinois,Lee,41.6942,-89.0858,267
23518,Eagle Nest,Eagle Nest,NM,New Mexico,Colfax,36.5496,-105.2591,267
23519,Allerton,Allerton,IL,Illinois,Vermilion,39.9161,-87.9353,267
23520,Manchester,Manchester,CA,California,Mendocino,38.9744,-123.6909,267
23521,Douglas,Douglas,NE,Nebraska,Otoe,40.5932,-96.3882,267
23522,Cuyamungue Grant,Cuyamungue Grant,NM,New Mexico,Santa Fe,35.8464,-105.9948,267
23523,Parral,Parral,OH,Ohio,Tuscarawas,40.5609,-81.4950,267
23524,Summit,Summit,OR,Oregon,Benton,44.6363,-123.5769,267
23525,Basin,Basin,MT,Montana,Jefferson,46.2834,-112.2871,267
23526,No Name,No Name,CO,Colorado,Garfield,39.5597,-107.2930,267
23527,Mullinville,Mullinville,KS,Kansas,Kiowa,37.5885,-99.4754,266
23528,Wilburton Number One,Wilburton Number One,PA,Pennsylvania,Columbia,40.8127,-76.3931,266
23529,Gurley,Gurley,NE,Nebraska,Cheyenne,41.3214,-102.9745,266
23530,Hunker,Hunker,PA,Pennsylvania,Westmoreland,40.2041,-79.6154,266
23531,Mentasta Lake,Mentasta Lake,AK,Alaska,Copper River,62.9867,-143.5191,266
23532,Oakdale,Oakdale,WI,Wisconsin,Monroe,43.9622,-90.3791,266
23533,Colfax,Colfax,ND,North Dakota,Richland,46.4710,-96.8725,266
23534,Secor,Secor,IL,Illinois,Woodford,40.7418,-89.1350,266
23535,Norton,Norton,WV,West Virginia,Randolph,38.9316,-79.9692,266
23536,Cassel,Cassel,CA,California,Shasta,40.9213,-121.5514,266
23537,Big Rock,Big Rock,VA,Virginia,Buchanan,37.3536,-82.1887,266
23538,Pineland,Pineland,FL,Florida,Lee,26.6642,-82.1477,266
23539,Jefferson,Jefferson,PA,Pennsylvania,Greene,39.9304,-80.0577,266
23540,Bellingham,Bellingham,MN,Minnesota,Lac qui Parle,45.1367,-96.2840,266
23541,Nageezi,Nageezi,NM,New Mexico,San Juan,36.2488,-107.7471,266
23542,Gracemont,Gracemont,OK,Oklahoma,Caddo,35.1879,-98.2591,266
23543,Finleyville,Finleyville,PA,Pennsylvania,Washington,40.2528,-80.0020,266
23544,Forest City,Forest City,MO,Missouri,Holt,39.9829,-95.1883,266
23545,Camargito,Camargito,TX,Texas,Starr,26.3451,-98.7387,266
23546,Encinal,Encinal,NM,New Mexico,Cibola,35.1112,-107.4651,266
23547,Piffard,Piffard,NY,New York,Livingston,42.8319,-77.8584,266
23548,Sunbrook,Sunbrook,PA,Pennsylvania,Blair,40.4338,-78.4324,266
23549,Hiouchi,Hiouchi,CA,California,Del Norte,41.7936,-124.0662,266
23550,Ekron,Ekron,KY,Kentucky,Meade,37.9303,-86.1764,266
23551,Trenton,Trenton,SC,South Carolina,Edgefield,33.7401,-81.8404,266
23552,Pathfork,Pathfork,KY,Kentucky,Harlan,36.7594,-83.4711,266
23553,Walkerville,Walkerville,MI,Michigan,Oceana,43.7143,-86.1259,266
23554,Willow Hill,Willow Hill,IL,Illinois,Jasper,38.9958,-88.0218,266
23555,Arjay,Arjay,KY,Kentucky,Bell,36.8062,-83.6420,265
23556,Eureka,Eureka,TX,Texas,Navarro,32.0120,-96.2856,265
23557,Lewistown,Lewistown,OH,Ohio,Logan,40.4238,-83.8846,265
23558,Phillips,Phillips,NE,Nebraska,Hamilton,40.8977,-98.2142,265
23559,Stickney,Stickney,SD,South Dakota,Aurora,43.5894,-98.4376,265
23560,Provencal,Provencal,LA,Louisiana,Natchitoches,31.6547,-93.1999,265
23561,Letona,Letona,AR,Arkansas,White,35.3635,-91.8295,265
23562,Calhoun,Calhoun,LA,Louisiana,Ouachita,32.5153,-92.3539,265
23563,Whitesville,Whitesville,WV,West Virginia,Boone,37.9823,-81.5367,265
23564,Garden Prairie,Garden Prairie,IL,Illinois,Boone,42.2534,-88.7178,265
23565,La Pica,La Pica,PR,Puerto Rico,Camuy,18.4652,-66.8619,265
23566,Byars,Byars,OK,Oklahoma,McClain,34.8724,-97.0542,265
23567,Riverland,Riverland,MN,Minnesota,Mahnomen,47.3228,-95.9512,265
23568,Pittsboro,Pittsboro,MS,Mississippi,Calhoun,33.9400,-89.3373,265
23569,Hoople,Hoople,ND,North Dakota,Walsh,48.5358,-97.6389,265
23570,Abercrombie,Abercrombie,ND,North Dakota,Richland,46.4469,-96.7294,265
23571,Pullman,Pullman,WV,West Virginia,Ritchie,39.1880,-80.9490,265
23572,Marty,Marty,SD,South Dakota,Charles Mix,42.9965,-98.4302,265
23573,Freeburn,Freeburn,KY,Kentucky,Pike,37.5619,-82.1514,265
23574,Trinity Center,Trinity Center,CA,California,Trinity,40.9841,-122.7083,265
23575,Lonsdale,Lonsdale,AR,Arkansas,Garland,34.5450,-92.8106,265
23576,Jet,Jet,OK,Oklahoma,Alfalfa,36.6665,-98.1815,265
23577,Everett,Everett,GA,Georgia,Glynn,31.3921,-81.6398,265
23578,Oaks,Oaks,OK,Oklahoma,Delaware,36.1698,-94.8529,265
23579,North Sultan,North Sultan,WA,Washington,Snohomish,47.8829,-121.8253,265
23580,Elcho,Elcho,WI,Wisconsin,Langlade,45.4354,-89.1861,265
23581,Great Meadows,Great Meadows,NJ,New Jersey,Warren,40.8770,-74.9034,264
23582,West Rushville,West Rushville,OH,Ohio,Fairfield,39.7641,-82.4486,264
23583,Davenport,Davenport,ND,North Dakota,Cass,46.7148,-97.0657,264
23584,Industry,Industry,CA,California,Los Angeles,34.0175,-117.9267,264
23585,Road Runner,Road Runner,TX,Texas,Cooke,33.4830,-97.0849,264
23586,Crystal Lake,Crystal Lake,IA,Iowa,Hancock,43.2230,-93.7927,264
23587,Sweetwater,Sweetwater,ID,Idaho,Nez Perce,46.3677,-116.7975,264
23588,Trumbull,Trumbull,NE,Nebraska,Clay,40.6801,-98.2734,264
23589,Fenton,Fenton,LA,Louisiana,Jefferson Davis,30.3643,-92.9169,264
23590,Dakota,Dakota,MN,Minnesota,Winona,43.9106,-91.3605,264
23591,Edison,Edison,WA,Washington,Skagit,48.5640,-122.4348,264
23592,Bliss,Bliss,ID,Idaho,Gooding,42.9243,-114.9479,264
23593,Hallwood,Hallwood,VA,Virginia,Accomack,37.8774,-75.5897,264
23594,Bunker,Bunker,MO,Missouri,Dent,37.4574,-91.2121,264
23595,Des Lacs,Des Lacs,ND,North Dakota,Ward,48.2564,-101.5636,264
